continent,country,network,netmask,src_addr,dst_addr,next_hop,input_iface,output_iface,pkts_sent,bytes_sent,start_time,end_time,src_port,dst_port,ip_proto,tos,src_as,dst_as,src_mask,dst_mask,tcp_flag_ACK,tcp_flag_CWR,tcp_flag_ECE,tcp_flag_FIN,tcp_flag_PSH,tcp_flag_RST,tcp_flag_SYN,tcp_flag_URG,flow_time
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,106,2014-08-10 19:46:06,2014-08-10 19:46:14,53,3048,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0
NoA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,68,2014-08-10 19:46:15,2014-08-10 19:52:17,3049,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,362.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,143,2014-08-10 19:46:15,2014-08-10 19:52:17,53,3049,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,362.0
NoA,US,100.10.20.7,11,100.10.20.7,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 19:52:19,2014-08-10 19:53:57,3050,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.7,0.0.0.0,0,0,1,106,2014-08-10 19:52:19,2014-08-10 19:53:57,53,3050,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,98.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-10 19:53:56,2014-08-10 19:54:11,35054,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,10,725,2014-08-10 19:53:56,2014-08-10 19:54:11,5432,35054,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,15.0
NoA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,67,2014-08-10 20:11:13,2014-08-10 20:11:13,3056,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,120,2014-08-10 20:11:13,2014-08-10 20:11:13,53,3056,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 20:11:14,2014-08-10 20:11:15,3057,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,106,2014-08-10 20:11:14,2014-08-10 20:11:15,53,3057,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,68,2014-08-10 20:11:17,2014-08-10 20:11:17,3058,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,143,2014-08-10 20:11:17,2014-08-10 20:11:17,53,3058,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.10.20.0,11,100.10.20.8,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 20:11:19,2014-08-10 20:11:19,3059,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.8,0.0.0.0,0,0,1,106,2014-08-10 20:11:19,2014-08-10 20:11:19,53,3059,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.10.20.4,11,100.10.20.4,100.30.1.105,0.0.0.0,0,0,3,1436,2014-08-12 03:40:49,2014-08-13 00:14:33,80,43894,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,74024.0
NoA,US,100.30.0.65,11,100.30.1.105,100.10.20.4,0.0.0.0,0,0,7,1079,2014-08-12 03:40:49,2014-08-13 00:14:33,43894,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,74024.0
NoA,US,100.1.10.1,11,100.1.10.25,100.10.20.3,0.0.0.0,0,0,14,3244,2014-08-10 21:54:49,2014-08-10 22:42:40,26993,25,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,2871.0
NoA,US,100.10.20.3,11,100.10.20.3,100.1.10.25,0.0.0.0,0,0,11,1289,2014-08-10 21:54:49,2014-08-10 22:42:40,25,26993,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,2871.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-10 22:48:31,2014-08-10 22:48:50,35055,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,19.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-10 22:48:31,2014-08-10 22:48:50,5432,35055,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,19.0
NoA,US,100.10.20.1,11,100.10.20.9,100.20.1.3,0.0.0.0,0,0,1,67,2014-08-10 22:58:24,2014-08-10 22:58:27,3039,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.9,0.0.0.0,0,0,1,120,2014-08-10 22:58:24,2014-08-10 22:58:27,53,3039,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.10.20.1,11,100.10.20.9,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 22:58:28,2014-08-10 22:58:29,3040,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.9,0.0.0.0,0,0,1,106,2014-08-10 22:58:28,2014-08-10 22:58:29,53,3040,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.1,11,100.10.20.9,100.20.1.3,0.0.0.0,0,0,1,68,2014-08-10 22:58:31,2014-08-10 22:58:31,3041,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.9,0.0.0.0,0,0,1,143,2014-08-10 22:58:31,2014-08-10 22:58:31,53,3041,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.10.20.1,11,100.10.20.9,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-10 22:58:33,2014-08-10 22:58:33,3042,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.9,0.0.0.0,0,0,1,106,2014-08-10 22:58:33,2014-08-10 22:58:33,53,3042,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,149,8784,2014-08-10 06:40:03,2014-08-10 23:44:00,30784,80,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,61437.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,367,534065,2014-08-10 06:40:03,2014-08-10 23:44:00,80,30784,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,61437.0
EU,GB,92.6.84.6,11,92.6.85.158,100.10.20.4,0.0.0.0,0,0,5,480,2014-08-10 23:34:07,2014-08-10 23:35:14,2099,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,67.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.158,0.0.0.0,0,0,4,456,2014-08-10 23:34:07,2014-08-10 23:35:14,80,2099,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,67.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 23:35:00,2014-08-10 23:35:05,3306,2369,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 23:35:00,2014-08-10 23:35:05,2369,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-10 23:43:48,2014-08-10 23:43:53,3306,2370,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-10 23:43:48,2014-08-10 23:43:53,2370,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.3.119,0.0.0.0,0,0,8,640,2014-08-11 00:59:27,2014-08-11 01:00:19,110,46162,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,52.0
NoA,US,100.20.2.71,11,100.20.3.119,100.10.20.3,0.0.0.0,0,0,9,512,2014-08-11 00:59:27,2014-08-11 01:00:19,46162,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,52.0
NoA,US,100.10.20.2,11,100.10.20.10,100.20.1.3,0.0.0.0,0,0,1,67,2014-08-11 01:14:49,2014-08-11 01:14:50,3147,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.10,0.0.0.0,0,0,1,120,2014-08-11 01:14:49,2014-08-11 01:14:50,53,3147,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.2,11,100.10.20.10,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-11 01:14:51,2014-08-11 01:14:52,3148,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.10,0.0.0.0,0,0,1,106,2014-08-11 01:14:51,2014-08-11 01:14:52,53,3148,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.2,11,100.10.20.10,100.20.1.3,0.0.0.0,0,0,1,68,2014-08-11 01:14:53,2014-08-11 01:14:54,3149,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.10,0.0.0.0,0,0,1,143,2014-08-11 01:14:53,2014-08-11 01:14:54,53,3149,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.10.20.2,11,100.10.20.10,100.20.1.3,0.0.0.0,0,0,1,57,2014-08-11 01:14:57,2014-08-11 01:14:58,3150,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.10,0.0.0.0,0,0,1,106,2014-08-11 01:14:57,2014-08-11 01:14:58,53,3150,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-11 01:21:54,2014-08-11 01:22:11,35056,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-11 01:21:54,2014-08-11 01:22:11,5432,35056,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,17.0
EU,GB,92.6.84.67,11,92.6.85.115,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-11 01:24:38,2014-08-11 01:25:42,32091,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,64.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.115,0.0.0.0,0,0,5,554,2014-08-11 01:24:38,2014-08-11 01:25:42,80,32091,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,64.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-11 01:25:30,2014-08-11 01:25:35,3306,2371,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-11 01:25:30,2014-08-11 01:25:35,2371,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,1070,59335,2014-08-10 02:37:10,2014-08-11 01:56:53,31002,80,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,83983.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,2179,3228391,2014-08-10 02:37:10,2014-08-11 01:56:53,80,31002,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,83983.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,599,34613,2014-08-10 02:37:03,2014-08-11 03:03:42,30791,80,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,87999.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,1182,1740915,2014-08-10 02:37:03,2014-08-11 03:03:42,80,30791,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,87999.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,15,883,2014-08-11 03:20:28,2014-08-11 03:21:19,32139,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,51.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,13,12525,2014-08-11 03:20:28,2014-08-11 03:21:19,80,32139,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,51.0
EU,RO,89.44.100.128,15,89.44.100.160,100.10.20.4,0.0.0.0,0,0,5,576,2014-08-12 12:09:56,2014-08-13 05:52:10,2626,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,63734.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.160,0.0.0.0,0,0,2,229,2014-08-12 12:09:56,2014-08-13 05:52:10,80,2626,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,63734.0
EU,RO,89.44.100.159,15,89.44.100.159,100.10.20.4,0.0.0.0,0,0,8,1211,2014-08-10 22:54:44,2014-08-11 04:27:08,2096,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,19944.0
NoA,US,100.10.20.4,11,100.10.20.4,89.44.100.159,0.0.0.0,0,0,5,638,2014-08-10 22:54:44,2014-08-11 04:27:08,80,2096,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,19944.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.12,0.0.0.0,0,0,11,1806,2014-08-11 01:09:50,2014-08-11 04:19:10,445,2351,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11360.0
NoA,US,100.10.20.4,11,100.10.20.12,100.10.20.3,0.0.0.0,0,0,14,3825,2014-08-11 01:09:50,2014-08-11 04:19:10,2351,445,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,11360.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-11 04:26:53,2014-08-11 04:27:00,3306,2372,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-11 04:26:53,2014-08-11 04:27:00,2372,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,7.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.3.119,0.0.0.0,0,0,8,640,2014-08-11 04:44:28,2014-08-11 04:45:20,110,46319,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,52.0
NoA,US,100.20.2.71,11,100.20.3.119,100.10.20.3,0.0.0.0,0,0,8,460,2014-08-11 04:44:28,2014-08-11 04:45:20,46319,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,52.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.8,0.0.0.0,0,0,11,1806,2014-08-10 13:02:04,2014-08-11 05:16:30,445,3054,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,58466.0
NoA,US,100.10.20.0,11,100.10.20.8,100.10.20.3,0.0.0.0,0,0,14,3817,2014-08-10 13:02:04,2014-08-11 05:16:30,3054,445,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,58466.0
NoA,US,100.10.20.4,11,100.10.20.4,100.20.1.3,0.0.0.0,0,0,1,59,2014-08-11 06:54:09,2014-08-11 06:54:12,2373,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.4,0.0.0.0,0,0,1,144,2014-08-11 06:54:09,2014-08-11 06:54:12,53,2373,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.10.20.4,11,100.10.20.4,104.188.253.49,0.0.0.0,0,0,5,617,2014-08-11 06:54:13,2014-08-11 06:54:38,2374,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,25.0
UNK,UNK,104.188.253.0,8,104.188.253.49,100.10.20.4,0.0.0.0,0,0,5,1264,2014-08-11 06:54:13,2014-08-11 06:54:38,80,2374,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,25.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.7,0.0.0.0,0,0,11,1806,2014-08-10 11:30:34,2014-08-11 07:04:14,445,3045,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,70420.0
NoA,US,100.10.20.7,11,100.10.20.7,100.10.20.3,0.0.0.0,0,0,14,3817,2014-08-10 11:30:34,2014-08-11 07:04:14,3045,445,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,70420.0
NoA,US,100.5.110.7,11,100.5.111.151,100.10.20.3,0.0.0.0,0,0,9,516,2014-08-11 07:08:52,2014-08-11 07:11:12,46381,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,140.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.151,0.0.0.0,0,0,9,692,2014-08-11 07:08:52,2014-08-11 07:11:12,110,46381,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,140.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.9,0.0.0.0,0,0,11,1806,2014-08-10 15:41:13,2014-08-11 08:08:24,445,3037,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,59231.0
NoA,US,100.10.20.1,11,100.10.20.9,100.10.20.3,0.0.0.0,0,0,14,3817,2014-08-10 15:41:13,2014-08-11 08:08:24,3037,445,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,59231.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.10,0.0.0.0,0,0,11,1806,2014-08-10 14:37:39,2014-08-11 08:57:35,445,3145,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,65996.0
NoA,US,100.10.20.2,11,100.10.20.10,100.10.20.3,0.0.0.0,0,0,14,3817,2014-08-10 14:37:39,2014-08-11 08:57:35,3145,445,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,65996.0
NoA,US,100.1.100.7,11,100.1.100.159,100.10.20.20,0.0.0.0,0,0,27,2259,2014-08-10 03:28:02,2014-08-11 09:19:36,26758,6667,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,107494.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.100.159,0.0.0.0,0,0,26,4306,2014-08-10 03:28:02,2014-08-11 09:19:36,6667,26758,TCP,0,0,0,0,0,1,0,0,1,1,0,0,0,107494.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,13,13648,2014-08-11 10:07:20,2014-08-11 10:08:43,80,46473,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,83.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,14,807,2014-08-11 10:07:20,2014-08-11 10:08:43,46473,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,83.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.20,0.0.0.0,0,0,16,13673,2014-08-11 10:07:28,2014-08-11 10:07:38,3306,35417,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.10.20.4,11,100.10.20.20,100.10.20.3,0.0.0.0,0,0,14,835,2014-08-11 10:07:28,2014-08-11 10:07:38,35417,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-11 10:09:00,2014-08-11 10:09:16,35057,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-11 10:09:00,2014-08-11 10:09:16,5432,35057,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,16.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,6,2942,2014-08-11 10:42:08,2014-08-11 10:42:18,80,46502,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,6,400,2014-08-11 10:42:08,2014-08-11 10:42:18,46502,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,10.0
NoA,US,100.10.20.4,11,100.10.20.20,100.20.140.77,0.0.0.0,0,0,5,1413,2014-08-11 10:42:13,2014-08-11 10:42:17,80,46503,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.20.140.69,11,100.20.140.77,100.10.20.20,0.0.0.0,0,0,5,347,2014-08-11 10:42:13,2014-08-11 10:42:17,46503,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,4.0
NoA,US,100.5.110.71,11,100.5.111.127,100.10.20.10,0.0.0.0,0,0,46,2826,2014-08-11 08:35:18,2014-08-11 10:58:41,46439,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,8603.0
NoA,US,100.10.20.2,11,100.10.20.10,100.5.111.127,0.0.0.0,0,0,69,90532,2014-08-11 08:35:18,2014-08-11 10:58:41,80,46439,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,8603.0
NoA,US,100.1.10.69,11,100.1.10.101,100.10.20.20,0.0.0.0,0,0,12,1348,2014-08-11 12:04:21,2014-08-11 12:04:39,35058,5432,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18.0
NoA,US,100.10.20.4,11,100.10.20.20,100.1.10.101,0.0.0.0,0,0,9,673,2014-08-11 12:04:21,2014-08-11 12:04:39,5432,35058,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,18.0
NoA,US,100.5.110.1,11,100.5.111.17,100.10.20.4,0.0.0.0,0,0,6,388,2014-08-11 14:33:49,2014-08-11 14:34:52,46656,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.4,11,100.10.20.4,100.5.111.17,0.0.0.0,0,0,5,554,2014-08-11 14:33:49,2014-08-11 14:34:52,80,46656,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,63.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-11 14:34:39,2014-08-11 14:34:44,3306,2375,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-11 14:34:39,2014-08-11 14:34:44,2375,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.20.1.3,0.0.0.0,0,0,1,67,2014-08-11 15:13:33,2014-08-11 15:13:36,2376,53,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.4,0.0.0.0,0,0,1,155,2014-08-11 15:13:33,2014-08-11 15:13:36,53,2376,UDP,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
NoA,US,100.10.20.4,11,100.10.20.4,133.152.217.220,0.0.0.0,0,0,10,845,2014-08-11 15:13:37,2014-08-11 15:14:00,2377,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,23.0
AS,JP,133.152.217.192,8,133.152.217.220,100.10.20.4,0.0.0.0,0,0,16,19503,2014-08-11 15:13:37,2014-08-11 15:14:00,80,2377,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,23.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,5,268,2014-08-11 15:27:58,2014-08-11 15:28:01,26058,53,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,3.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,4,275,2014-08-11 15:27:58,2014-08-11 15:28:01,53,26058,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,3.0
NoA,US,100.10.20.3,11,100.10.20.3,100.20.1.3,0.0.0.0,0,0,5,270,2014-08-11 15:28:01,2014-08-11 15:28:03,26059,53,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,2.0
NoA,US,100.20.0.3,11,100.20.1.3,100.10.20.3,0.0.0.0,0,0,4,277,2014-08-11 15:28:01,2014-08-11 15:28:03,53,26059,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,2.0
NoA,US,100.5.110.7,11,100.5.111.151,100.10.20.3,0.0.0.0,0,0,9,516,2014-08-11 16:02:52,2014-08-11 16:03:04,46690,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,12.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.151,0.0.0.0,0,0,8,640,2014-08-11 16:02:52,2014-08-11 16:03:04,110,46690,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,12.0
EU,GB,92.6.84.4,11,92.6.85.156,100.10.20.4,0.0.0.0,0,0,6,534,2014-08-12 23:54:17,2014-08-13 17:56:21,2806,80,TCP,0,0,0,0,0,1,0,0,0,1,1,1,0,64924.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.156,0.0.0.0,0,0,4,3650,2014-08-12 23:54:17,2014-08-13 17:56:21,80,2806,TCP,0,0,0,0,0,1,0,0,0,1,0,1,0,64924.0
EU,GB,92.6.84.69,11,92.6.85.101,100.10.20.4,0.0.0.0,0,0,148,8872,2014-08-11 03:20:36,2014-08-11 17:24:54,32140,80,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,50658.0
NoA,US,100.10.20.4,11,100.10.20.4,92.6.85.101,0.0.0.0,0,0,303,434816,2014-08-11 03:20:36,2014-08-11 17:24:54,80,32140,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,50658.0
NoA,US,100.10.20.3,11,100.10.20.3,100.10.20.4,0.0.0.0,0,0,7,559,2014-08-11 17:24:42,2014-08-11 17:24:47,3306,2378,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.10.20.4,11,100.10.20.4,100.10.20.3,0.0.0.0,0,0,8,445,2014-08-11 17:24:42,2014-08-11 17:24:47,2378,3306,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,5.0
NoA,US,100.5.110.4,11,100.5.111.28,100.10.20.3,0.0.0.0,0,0,11,616,2014-08-11 17:37:11,2014-08-11 17:39:20,46755,110,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,129.0
NoA,US,100.10.20.3,11,100.10.20.3,100.5.111.28,0.0.0.0,0,0,8,640,2014-08-11 17:37:11,2014-08-11 17:39:20,110,46755,TCP,0,0,0,0,0,1,0,0,1,1,0,1,0,129.0
